Type	Rank	Freq	Range	NormFreq	NormRange
mammalogiya suw	1052	1	1	57.820	1.000
mana patshalıǵı	1052	1	1	57.820	1.000
manat qalalar	1052	1	1	57.820	1.000
manevî dünyanın	1052	1	1	57.820	1.000
map of	1052	1	1	57.820	1.000
maqallar keń	1052	1	1	57.820	1.000
maqallardı ushırma	1052	1	1	57.820	1.000
maqamlar izertlengen	1052	1	1	57.820	1.000
maqamları teoriyası	1052	1	1	57.820	1.000
maqbara medirese	1052	1	1	57.820	1.000
maqbaralar yusuf	1052	1	1	57.820	1.000
maqbarası hám	1052	1	1	57.820	1.000
maqset bar	1052	1	1	57.820	1.000
maqset etti	1052	1	1	57.820	1.000
maqset tilegin	1052	1	1	57.820	1.000
maqsetinde bolıwı	1052	1	1	57.820	1.000
maqsetinde patsha	1052	1	1	57.820	1.000
maqsetine jetkeredi	1052	1	1	57.820	1.000
maqsetke ılayıq	1052	1	1	57.820	1.000
maqsetleri mekemelerge	1052	1	1	57.820	1.000
maqsetov n	1052	1	1	57.820	1.000
maqsetov tárepinen	1052	1	1	57.820	1.000
maqsımjan qız	1052	1	1	57.820	1.000
maqtanıshqa iye	1052	1	1	57.820	1.000
maqtap birewlerdi	1052	1	1	57.820	1.000
maqtumqulı hám	1052	1	1	57.820	1.000
maqtımqulınıń kóp	1052	1	1	57.820	1.000
maqtımqulınıń qosıqların	1052	1	1	57.820	1.000
maqul kórdi	1052	1	1	57.820	1.000
maqul kórgen	1052	1	1	57.820	1.000
maqul túsipti	1052	1	1	57.820	1.000
marafon aralıǵı	1052	1	1	57.820	1.000
marafon qalashasınıń	1052	1	1	57.820	1.000
mardakyan bilchya	1052	1	1	57.820	1.000
mardonov jańa	1052	1	1	57.820	1.000
margimush sıyaqlılar	1052	1	1	57.820	1.000
marko polo	1052	1	1	57.820	1.000
maroǵiy derlik	1052	1	1	57.820	1.000
maroǵiy zulfiqor	1052	1	1	57.820	1.000
mart bul	1052	1	1	57.820	1.000
mart jıl	1052	1	1	57.820	1.000
martta ázerbayjan	1052	1	1	57.820	1.000
mashina qurılmalar	1052	1	1	57.820	1.000
mashinasazlıq hám	1052	1	1	57.820	1.000
mashinasazlıq metallsazlıq	1052	1	1	57.820	1.000
mashinasazlıǵı kemasazlıq	1052	1	1	57.820	1.000
mashxadtıń danıshpan	1052	1	1	57.820	1.000
masihiy vidadiy	1052	1	1	57.820	1.000
maslasqan xix	1052	1	1	57.820	1.000
masqarapazlıqtan baslanadı	1052	1	1	57.820	1.000
massa bir	1052	1	1	57.820	1.000
massa yamasa	1052	1	1	57.820	1.000
massada energiyanıń	1052	1	1	57.820	1.000
massanıń kólemine	1052	1	1	57.820	1.000
mastigoforalar sporalılar	1052	1	1	57.820	1.000
masǵut iskender	1052	1	1	57.820	1.000
matematika astronomiya	1052	1	1	57.820	1.000
matematikaǵa qızıǵıp	1052	1	1	57.820	1.000
materialistlik tendentsiyalar	1052	1	1	57.820	1.000
materiallar basqa	1052	1	1	57.820	1.000
materiallar bul	1052	1	1	57.820	1.000
materiallar shet	1052	1	1	57.820	1.000
materiallar xalıq	1052	1	1	57.820	1.000
materialları hám	1052	1	1	57.820	1.000
materiallıq adjiva	1052	1	1	57.820	1.000
materiallıq birinshi	1052	1	1	57.820	1.000
materiallıq elementlerden	1052	1	1	57.820	1.000
materiallıq kúshlerdiń	1052	1	1	57.820	1.000
materiallıq mádeniy	1052	1	1	57.820	1.000
materiallıq zapaslar	1052	1	1	57.820	1.000
materigi úlken	1052	1	1	57.820	1.000
materigin quraydı	1052	1	1	57.820	1.000
materik bolıp	1052	1	1	57.820	1.000
materik bul	1052	1	1	57.820	1.000
materik hawa	1052	1	1	57.820	1.000
materik júdá	1052	1	1	57.820	1.000
materik ol	1052	1	1	57.820	1.000
materik xalqınan	1052	1	1	57.820	1.000
materiya awırlıq	1052	1	1	57.820	1.000
materiya dep	1052	1	1	57.820	1.000
materiya karmanıń	1052	1	1	57.820	1.000
materiya menen	1052	1	1	57.820	1.000
materiya quraydı	1052	1	1	57.820	1.000
mavzoleyi jil	1052	1	1	57.820	1.000
mavzoleyi ásir	1052	1	1	57.820	1.000
maxastiy ganjaviy	1052	1	1	57.820	1.000
maxmud ǵaznaviy	1052	1	1	57.820	1.000
mayanbay sáńgirbay	1052	1	1	57.820	1.000
mayda temeki	1052	1	1	57.820	1.000
mayda ázerbayjan	1052	1	1	57.820	1.000
maydan kelispewshilik	1052	1	1	57.820	1.000
maydanı jaǵınan	1052	1	1	57.820	1.000
maydanı mıń	1052	1	1	57.820	1.000
maydanı taw	1052	1	1	57.820	1.000
maydanınıń onnan	1052	1	1	57.820	1.000
mazdakiyler háreketin	1052	1	1	57.820	1.000
mazmun jaǵınan	1052	1	1	57.820	1.000
mazmundaǵı qosıqlar	1052	1	1	57.820	1.000
mazmunı boyınsha	1052	1	1	57.820	1.000
mazmunı da	1052	1	1	57.820	1.000
mazmunı túr	1052	1	1	57.820	1.000
mazmunı vedalıq	1052	1	1	57.820	1.000
mazmunında haqıyqatlıqtıń	1052	1	1	57.820	1.000
mazmunınıdaǵı qosıqlar	1052	1	1	57.820	1.000
mazmunǵa iye	1052	1	1	57.820	1.000
maǵanaǵa iye	1052	1	1	57.820	1.000
maǵanshaq alsań	1052	1	1	57.820	1.000
maǵlıwmat jıynawǵa	1052	1	1	57.820	1.000
maǵlıwmat mikroorganizm	1052	1	1	57.820	1.000
maǵlıwmatlar beredi	1052	1	1	57.820	1.000
maǵlıwmatlar boyınsha	1052	1	1	57.820	1.000
maǵlıwmatlar joq	1052	1	1	57.820	1.000
maǵlıwmatlar saqlanıp	1052	1	1	57.820	1.000
maǵlıwmatlardı saqlaydı	1052	1	1	57.820	1.000
maǵlıwmatlarına qaraǵanda	1052	1	1	57.820	1.000
maǵlıwmatqa iye	1052	1	1	57.820	1.000
maǵlıwmatına qaraǵanda	1052	1	1	57.820	1.000
mcmurdo hám	1052	1	1	57.820	1.000
medatatsiyası haqqında	1052	1	1	57.820	1.000
medicina bilimlendiriw	1052	1	1	57.820	1.000
medicina institutında	1052	1	1	57.820	1.000
medicina universiteti	1052	1	1	57.820	1.000
medicina xızmeti	1052	1	1	57.820	1.000
medicina xızmetkerleri	1052	1	1	57.820	1.000
medirese hám	1052	1	1	57.820	1.000
mediresede din	1052	1	1	57.820	1.000
mediresede oqıw	1052	1	1	57.820	1.000
mediresede oqıwı	1052	1	1	57.820	1.000
medireselerinde oqıw	1052	1	1	57.820	1.000
medireselerinde oqıwǵa	1052	1	1	57.820	1.000
medireselerinde tiykarınan	1052	1	1	57.820	1.000
medireseni aqırına	1052	1	1	57.820	1.000
medireseniń ójirelerinde	1052	1	1	57.820	1.000
mediresesi dógereginde	1052	1	1	57.820	1.000
mediresesi jıl	1052	1	1	57.820	1.000
mediresesin pitkergen	1052	1	1	57.820	1.000
mediresesin tamamlaǵannan	1052	1	1	57.820	1.000
mediresesinde ájiniyazdıń	1052	1	1	57.820	1.000
mediresesine alıp	1052	1	1	57.820	1.000
mediresesine oqıwǵa	1052	1	1	57.820	1.000
mediresesiniń aldında	1052	1	1	57.820	1.000
medreseler ashılıp	1052	1	1	57.820	1.000
medreselerde oqıtıldı	1052	1	1	57.820	1.000
medreseni ayrıqsha	1052	1	1	57.820	1.000
medresesinde oqıp	1052	1	1	57.820	1.000
megzer barmeken	1052	1	1	57.820	1.000
megzer degen	1052	1	1	57.820	1.000
mehribanu hám	1052	1	1	57.820	1.000
mekemelerge kárxanalarǵa	1052	1	1	57.820	1.000
mektebi ashıldı	1052	1	1	57.820	1.000
mektebi bar	1052	1	1	57.820	1.000
mektebi gilemshilik	1052	1	1	57.820	1.000
mektebi haqıyqatlıqtıń	1052	1	1	57.820	1.000
mektebi moizm	1052	1	1	57.820	1.000
mektebi qáliplesti	1052	1	1	57.820	1.000
mektebinde oqıǵan	1052	1	1	57.820	1.000
mektep ashıp	1052	1	1	57.820	1.000
mektep direktorı	1052	1	1	57.820	1.000
mektep olardıń	1052	1	1	57.820	1.000
mektep onıń	1052	1	1	57.820	1.000
mektepke baradı	1052	1	1	57.820	1.000
mektepke birge	1052	1	1	57.820	1.000
mektepke qatnap	1052	1	1	57.820	1.000
mektepler kórinedi	1052	1	1	57.820	1.000
mektepler ásirde	1052	1	1	57.820	1.000
mekteplerde joqarı	1052	1	1	57.820	1.000
mektepleri menen	1052	1	1	57.820	1.000
mektepte oqıp	1052	1	1	57.820	1.000
mektepte oqıwǵa	1052	1	1	57.820	1.000
mektepte qara	1052	1	1	57.820	1.000
mektepte sawatın	1052	1	1	57.820	1.000
mektepte úsh	1052	1	1	57.820	1.000
melikovtıń eki	1052	1	1	57.820	1.000
melodiya qosıq	1052	1	1	57.820	1.000
men bir	1052	1	1	57.820	1.000
men qudaydıń	1052	1	1	57.820	1.000
men suwda	1052	1	1	57.820	1.000
menen analar	1052	1	1	57.820	1.000
menen aralastırıp	1052	1	1	57.820	1.000
menen armeniya	1052	1	1	57.820	1.000
menen ataladı	1052	1	1	57.820	1.000
menen atalıp	1052	1	1	57.820	1.000
menen ataǵan	1052	1	1	57.820	1.000
menen awızeki	1052	1	1	57.820	1.000
menen aytqanda	1052	1	1	57.820	1.000
menen aytılıwınan	1052	1	1	57.820	1.000
menen azaytılǵan	1052	1	1	57.820	1.000
menen azianı	1052	1	1	57.820	1.000
menen b	1052	1	1	57.820	1.000
menen bahram	1052	1	1	57.820	1.000
menen barabar	1052	1	1	57.820	1.000
menen batısında	1052	1	1	57.820	1.000
menen baylansta	1052	1	1	57.820	1.000
menen baylanıstırıp	1052	1	1	57.820	1.000
menen baylanıstırıwları	1052	1	1	57.820	1.000
menen baylanısıp	1052	1	1	57.820	1.000
menen bayqaladı	1052	1	1	57.820	1.000
menen belgilenedi	1052	1	1	57.820	1.000
menen belgili	1052	1	1	57.820	1.000
menen bezelgen	1052	1	1	57.820	1.000
menen birigiwi	1052	1	1	57.820	1.000
menen birigiwinde	1052	1	1	57.820	1.000
menen dem	1052	1	1	57.820	1.000
menen djivanı	1052	1	1	57.820	1.000
menen doslasıw	1052	1	1	57.820	1.000
menen duslasqan	1052	1	1	57.820	1.000
menen dámenin	1052	1	1	57.820	1.000
menen dámeniń	1052	1	1	57.820	1.000
menen dúnya	1052	1	1	57.820	1.000
menen erise	1052	1	1	57.820	1.000
menen etnografiyasına	1052	1	1	57.820	1.000
menen geyde	1052	1	1	57.820	1.000
menen gnoseologiyanıń	1052	1	1	57.820	1.000
menen gúreste	1052	1	1	57.820	1.000
menen hámme	1052	1	1	57.820	1.000
menen hár	1052	1	1	57.820	1.000
menen iran	1052	1	1	57.820	1.000
menen izbe	1052	1	1	57.820	1.000
menen izertlew	1052	1	1	57.820	1.000
menen izertleydi	1052	1	1	57.820	1.000
menen jamandı	1052	1	1	57.820	1.000
menen jazıp	1052	1	1	57.820	1.000
menen juwıp	1052	1	1	57.820	1.000
menen jámiy	1052	1	1	57.820	1.000
menen jámáát	1052	1	1	57.820	1.000
menen jıl	1052	1	1	57.820	1.000
menen kaspiy	1052	1	1	57.820	1.000
menen kelise	1052	1	1	57.820	1.000
menen keshirilgen	1052	1	1	57.820	1.000
menen kóbeytilgen	1052	1	1	57.820	1.000
menen kóbeytiliwi	1052	1	1	57.820	1.000
menen kóp	1052	1	1	57.820	1.000
menen kórgen	1052	1	1	57.820	1.000
menen kórip	1052	1	1	57.820	1.000
menen kórkem	1052	1	1	57.820	1.000
menen kóshirilgen	1052	1	1	57.820	1.000
menen kún	1052	1	1	57.820	1.000
menen maqtanıshqa	1052	1	1	57.820	1.000
menen mektepke	1052	1	1	57.820	1.000
menen molla	1052	1	1	57.820	1.000
menen mámleketlik	1052	1	1	57.820	1.000
menen nıshanaǵa	1052	1	1	57.820	1.000
menen onı	1052	1	1	57.820	1.000
menen organikalıq	1052	1	1	57.820	1.000
menen praktikalıq	1052	1	1	57.820	1.000
menen qaplaǵan	1052	1	1	57.820	1.000
menen qarım	1052	1	1	57.820	1.000
menen qaytadan	1052	1	1	57.820	1.000
menen qazaqstanda	1052	1	1	57.820	1.000
menen qazılarınan	1052	1	1	57.820	1.000
menen qosılıp	1052	1	1	57.820	1.000
menen qosıp	1052	1	1	57.820	1.000
menen quwanıshtı	1052	1	1	57.820	1.000
menen qızlarınan	1052	1	1	57.820	1.000
menen rawajlandırdı	1052	1	1	57.820	1.000
menen rus	1052	1	1	57.820	1.000
menen seydalının	1052	1	1	57.820	1.000
menen sezip	1052	1	1	57.820	1.000
menen shaxnama	1052	1	1	57.820	1.000
menen shuǵıllandı	1052	1	1	57.820	1.000
menen shuǵıllanıwshı	1052	1	1	57.820	1.000
menen sonıń	1052	1	1	57.820	1.000
menen soraw	1052	1	1	57.820	1.000
menen súyek	1052	1	1	57.820	1.000
menen sırdárya	1052	1	1	57.820	1.000
menen tabılǵan	1052	1	1	57.820	1.000
menen tanıs	1052	1	1	57.820	1.000
menen tanıstı	1052	1	1	57.820	1.000
menen tanıstıradı	1052	1	1	57.820	1.000
menen tanıstırıwǵa	1052	1	1	57.820	1.000
menen tanıstırǵanda	1052	1	1	57.820	1.000
menen tapqan	1052	1	1	57.820	1.000
menen teńizdi	1052	1	1	57.820	1.000
menen tom	1052	1	1	57.820	1.000
menen toplamlarında	1052	1	1	57.820	1.000
menen toyınadı	1052	1	1	57.820	1.000
menen tuwısqan	1052	1	1	57.820	1.000
menen támiyinlenetuǵın	1052	1	1	57.820	1.000
menen támiyinleniw	1052	1	1	57.820	1.000
menen támiynlenedi	1052	1	1	57.820	1.000
menen támiynlenip	1052	1	1	57.820	1.000
menen tásirli	1052	1	1	57.820	1.000
menen tómendegi	1052	1	1	57.820	1.000
menen túrki	1052	1	1	57.820	1.000
menen túrkiya	1052	1	1	57.820	1.000
menen túsindiriledi	1052	1	1	57.820	1.000
menen tıǵız	1052	1	1	57.820	1.000
menen unamlı	1052	1	1	57.820	1.000
menen uqsaslıqqa	1052	1	1	57.820	1.000
menen urısta	1052	1	1	57.820	1.000
menen ushrasqan	1052	1	1	57.820	1.000
menen ushırasamız	1052	1	1	57.820	1.000
menen ushırasıp	1052	1	1	57.820	1.000
menen ádewir	1052	1	1	57.820	1.000
menen ákesi	1052	1	1	57.820	1.000
menen ónermentshilik	1052	1	1	57.820	1.000
menen ótkergen	1052	1	1	57.820	1.000
menen ótkeriwine	1052	1	1	57.820	1.000
menen ǵana	1052	1	1	57.820	1.000
mengirler qorǵanlardıń	1052	1	1	57.820	1.000
meni bet	1052	1	1	57.820	1.000
meni sózsiz	1052	1	1	57.820	1.000
meniń filmlerin	1052	1	1	57.820	1.000
menmensip ustazdan	1052	1	1	57.820	1.000
menshik telegraf	1052	1	1	57.820	1.000
menshik titulı	1052	1	1	57.820	1.000
merekelerinde uyqasımlı	1052	1	1	57.820	1.000
merekesiz jol	1052	1	1	57.820	1.000
meshit maqbara	1052	1	1	57.820	1.000
meshit xvi	1052	1	1	57.820	1.000
meshitler menen	1052	1	1	57.820	1.000
metafizikalıq túsiniklerge	1052	1	1	57.820	1.000
metallsazlıq qurılıs	1052	1	1	57.820	1.000
metallsazlıq tiykarınan	1052	1	1	57.820	1.000
metallurgiya sumgaittaǵı	1052	1	1	57.820	1.000
metodların islep	1052	1	1	57.820	1.000
metodtan paydalanadı	1052	1	1	57.820	1.000
metr bolǵan	1052	1	1	57.820	1.000
metr dep	1052	1	1	57.820	1.000
metr suwdı	1052	1	1	57.820	1.000
metrge qısqarıp	1052	1	1	57.820	1.000
metrge tústi	1052	1	1	57.820	1.000
metropoliten qurılǵan	1052	1	1	57.820	1.000
meyli jazılǵanınan	1052	1	1	57.820	1.000
meyli xalıqlar	1052	1	1	57.820	1.000
meyli ádebiyatqa	1052	1	1	57.820	1.000
meńesh baslap	1052	1	1	57.820	1.000
meńesh ele	1052	1	1	57.820	1.000
meńesh orenburgtaǵı	1052	1	1	57.820	1.000
meńesh saǵan	1052	1	1	57.820	1.000
meńeshtiń mansur	1052	1	1	57.820	1.000
meńeshtiń qaraqalpaq	1052	1	1	57.820	1.000
meńeshtiń suw	1052	1	1	57.820	1.000
midiya mámleketi	1052	1	1	57.820	1.000
miflerdi beredi	1052	1	1	57.820	1.000
mifologiyalıq kompleksi	1052	1	1	57.820	1.000
mikologiya lixenologiya	1052	1	1	57.820	1.000
mikrobiologiya bakteriologiya	1052	1	1	57.820	1.000
mikrometr qosımsha	1052	1	1	57.820	1.000
mikroorganizm title	1052	1	1	57.820	1.000
mikroskop payda	1052	1	1	57.820	1.000
mikrosporidiyalar hám	1052	1	1	57.820	1.000
miksosporidiyalar mikrosporidiyalar	1052	1	1	57.820	1.000
milletke jaqın	1052	1	1	57.820	1.000
milletli tuwısqan	1052	1	1	57.820	1.000
millionlar áleminde	1052	1	1	57.820	1.000
milliy dizimine	1052	1	1	57.820	1.000
milliy jıynalıs	1052	1	1	57.820	1.000
milliy mádeniyatına	1052	1	1	57.820	1.000
milliy nusqalarǵa	1052	1	1	57.820	1.000
milliy ǵárezsizlik	1052	1	1	57.820	1.000
mimansa vedalarǵa	1052	1	1	57.820	1.000
mimansa vedalıq	1052	1	1	57.820	1.000
mimansa vedanta	1052	1	1	57.820	1.000
minara rus	1052	1	1	57.820	1.000
minayım degen	1052	1	1	57.820	1.000
minayım menen	1052	1	1	57.820	1.000
minemen degenshe	1052	1	1	57.820	1.000
mineral tógin	1052	1	1	57.820	1.000
minerallıǵı ml	1052	1	1	57.820	1.000
minez hámmege	1052	1	1	57.820	1.000
minez qulqındaǵı	1052	1	1	57.820	1.000
minez qulıq	1052	1	1	57.820	1.000
minezindegi ádillik	1052	1	1	57.820	1.000
minezine tán	1052	1	1	57.820	1.000
mingechaur baku	1052	1	1	57.820	1.000
mingechaur ganja	1052	1	1	57.820	1.000
mingechaur ibadatxanalar	1052	1	1	57.820	1.000
mingechaur qalası	1052	1	1	57.820	1.000
mingechaur qazılmaları	1052	1	1	57.820	1.000
mingechaur sumgait	1052	1	1	57.820	1.000
mingechaur xonkendi	1052	1	1	57.820	1.000
mingechaurda jip	1052	1	1	57.820	1.000
miniatyura mektebi	1052	1	1	57.820	1.000
miniatyura reńli	1052	1	1	57.820	1.000
minimal muǵdarınan	1052	1	1	57.820	1.000
minimal ustavlıq	1052	1	1	57.820	1.000
minip sóyleytuǵın	1052	1	1	57.820	1.000
ministrler kabinetiniń	1052	1	1	57.820	1.000
ministrler keńesi	1052	1	1	57.820	1.000
ministrler mákemesi	1052	1	1	57.820	1.000
minnetdarshılıq bildirmekshi	1052	1	1	57.820	1.000
minnetlemesi hám	1052	1	1	57.820	1.000
minnetlemesi jámiyet	1052	1	1	57.820	1.000
minnetlemesi ol	1052	1	1	57.820	1.000
minse balpań	1052	1	1	57.820	1.000
mirarab mediresesin	1052	1	1	57.820	1.000
mirmuhsin navvob	1052	1	1	57.820	1.000
mirza alekper	1052	1	1	57.820	1.000
mirza bayramov	1052	1	1	57.820	1.000
mirza hám	1052	1	1	57.820	1.000
mirza qadim	1052	1	1	57.820	1.000
mirzalar sarayında	1052	1	1	57.820	1.000
mixail glinka	1052	1	1	57.820	1.000
mixailov filmleri	1052	1	1	57.820	1.000
miyman bunnan	1052	1	1	57.820	1.000
miyman qıladı	1052	1	1	57.820	1.000
miymandoslıǵın hám	1052	1	1	57.820	1.000
miymanxanası arxitektorı	1052	1	1	57.820	1.000
miynet haqını	1052	1	1	57.820	1.000
miynet onıń	1052	1	1	57.820	1.000
miynet qosıqları	1052	1	1	57.820	1.000
miynet qárejetlerin	1052	1	1	57.820	1.000
miynet súygishlikke	1052	1	1	57.820	1.000
miynet ólshemin	1052	1	1	57.820	1.000
miyneti oǵada	1052	1	1	57.820	1.000
miynetinde dúnyanıń	1052	1	1	57.820	1.000
miynetkeshlik penen	1052	1	1	57.820	1.000
miynetleri júdá	1052	1	1	57.820	1.000
miynetleri shayır	1052	1	1	57.820	1.000
miynetlerin dóretken	1052	1	1	57.820	1.000
miyras etip	1052	1	1	57.820	1.000
miyraslardı jıynaw	1052	1	1	57.820	1.000
miyraslardıń kóshpes	1052	1	1	57.820	1.000
miyrasxorlık boyınsha	1052	1	1	57.820	1.000
miyrasxorlıq blankasın	1052	1	1	57.820	1.000
miywelerden ánar	1052	1	1	57.820	1.000
mln adam	1052	1	1	57.820	1.000
mln dana	1052	1	1	57.820	1.000
mln ga	1052	1	1	57.820	1.000
mln gektardı	1052	1	1	57.820	1.000
mln jılı	1052	1	1	57.820	1.000
mlrd kvt	1052	1	1	57.820	1.000
mm den	1052	1	1	57.820	1.000
mm ge	1052	1	1	57.820	1.000
mm jawın	1052	1	1	57.820	1.000
mo tszi	1052	1	1	57.820	1.000
modaǵa aylandı	1052	1	1	57.820	1.000
modaǵa kirdi	1052	1	1	57.820	1.000
modernizatsiyalaw texnikalıq	1052	1	1	57.820	1.000
moizm legizm	1052	1	1	57.820	1.000
mol zakatali	1052	1	1	57.820	1.000
molayttı ásirese	1052	1	1	57.820	1.000
molekulyar biologiya	1052	1	1	57.820	1.000
molibden margimush	1052	1	1	57.820	1.000
molibden tas	1052	1	1	57.820	1.000
molla amanqul	1052	1	1	57.820	1.000
molla bolıp	1052	1	1	57.820	1.000
molla erime	1052	1	1	57.820	1.000
molla moyın	1052	1	1	57.820	1.000
molla muwsa	1052	1	1	57.820	1.000
molla qorazlardan	1052	1	1	57.820	1.000
molla sıpatında	1052	1	1	57.820	1.000
mongoliya vyetnam	1052	1	1	57.820	1.000
monistlik mektep	1052	1	1	57.820	1.000
monsha hám	1052	1	1	57.820	1.000
montrlerdiń táliymatı	1052	1	1	57.820	1.000
monǵollar xiv	1052	1	1	57.820	1.000
mos rejissyor	1052	1	1	57.820	1.000
moskva jıl	1052	1	1	57.820	1.000
moviy dengiz	1052	1	1	57.820	1.000
moynaq qalasında	1052	1	1	57.820	1.000
moynaq qalasınıń	1052	1	1	57.820	1.000
moynaq rayonı	1052	1	1	57.820	1.000
moynaq rayonında	1052	1	1	57.820	1.000
moynaq rayonındaǵı	1052	1	1	57.820	1.000
moynına túsedi	1052	1	1	57.820	1.000
moyın degen	1052	1	1	57.820	1.000
muhammed fizuliy	1052	1	1	57.820	1.000
muhammed xorezmiy	1052	1	1	57.820	1.000
muhammed áleyhis	1052	1	1	57.820	1.000
muhokamat ul	1052	1	1	57.820	1.000
multiplikaciya filmlerin	1052	1	1	57.820	1.000
muqaddes kitabı	1052	1	1	57.820	1.000
murat maqsetine	1052	1	1	57.820	1.000
musibati faxriddin	1052	1	1	57.820	1.000
musorgskiy keyinirek	1052	1	1	57.820	1.000
mustalishah n	1052	1	1	57.820	1.000
musulmanlar ázerbayjanda	1052	1	1	57.820	1.000
musya jordan	1052	1	1	57.820	1.000
muwapıq antarktikanıń	1052	1	1	57.820	1.000
muwapıq jaylastırılatuǵın	1052	1	1	57.820	1.000
muwapıq jámiyettiń	1052	1	1	57.820	1.000
muwapıqlastırıwshı ázerbayjan	1052	1	1	57.820	1.000
muwsa dep	1052	1	1	57.820	1.000
muwsa ulınıń	1052	1	1	57.820	1.000
muxalles janrın	1052	1	1	57.820	1.000
muxammadshah qojar	1052	1	1	57.820	1.000
muxammed yugnakiy	1052	1	1	57.820	1.000
muxolifat xalq	1052	1	1	57.820	1.000
muz okeanı	1052	1	1	57.820	1.000
muzey bar	1052	1	1	57.820	1.000
muzey konservatoriya	1052	1	1	57.820	1.000
muzeyi ashıldı	1052	1	1	57.820	1.000
muzeyi hám	1052	1	1	57.820	1.000
muzeyi janında	1052	1	1	57.820	1.000
muzeyleri awıl	1052	1	1	57.820	1.000
muzlardıń esabınan	1052	1	1	57.820	1.000
muzlı arktikadan	1052	1	1	57.820	1.000
muzıka akademiyası	1052	1	1	57.820	1.000
muzıka bilimlendiriwi	1052	1	1	57.820	1.000
muzıka hám	1052	1	1	57.820	1.000
muzıka kórkem	1052	1	1	57.820	1.000
muzıka mektebi	1052	1	1	57.820	1.000
muzıka tanıwshılıq	1052	1	1	57.820	1.000
muzıka tarawında	1052	1	1	57.820	1.000
muzıka ásbapları	1052	1	1	57.820	1.000
muzıka ázerbayjan	1052	1	1	57.820	1.000
muzıkalı komediya	1052	1	1	57.820	1.000
muzıkalı teatrı	1052	1	1	57.820	1.000
muzıkantlar tárepinen	1052	1	1	57.820	1.000
muzıkanıń júdá	1052	1	1	57.820	1.000
muzıkası tiykarları	1052	1	1	57.820	1.000
muzıkasınıń rawajlanıwına	1052	1	1	57.820	1.000
muǵdarda jawın	1052	1	1	57.820	1.000
muǵdarı jámiyettiń	1052	1	1	57.820	1.000
muǵdarı olardı	1052	1	1	57.820	1.000
muǵdarı sheginde	1052	1	1	57.820	1.000
muǵdarı úlesi	1052	1	1	57.820	1.000
muǵdarın quraydı	1052	1	1	57.820	1.000
muǵdarınan az	1052	1	1	57.820	1.000
myanma kipr	1052	1	1	57.820	1.000
mádeniy miyraslardı	1052	1	1	57.820	1.000
mádeniy miyraslardıń	1052	1	1	57.820	1.000
mádeniy rawajlanıw	1052	1	1	57.820	1.000
mádeniy tariyxında	1052	1	1	57.820	1.000
mádeniy turmısqa	1052	1	1	57.820	1.000
mádeniy ómirinde	1052	1	1	57.820	1.000
mádeniy ómirlerinde	1052	1	1	57.820	1.000
mádeniyat anaǵurlım	1052	1	1	57.820	1.000
mádeniyat bar	1052	1	1	57.820	1.000
mádeniyat jaratqan	1052	1	1	57.820	1.000
mádeniyat shólkemi	1052	1	1	57.820	1.000
mádeniyat ádebiyat	1052	1	1	57.820	1.000
mádeniyatlardı uyreniwdiń	1052	1	1	57.820	1.000
mádeniyatlarınıń kem	1052	1	1	57.820	1.000
mádeniyatqa tiyisli	1052	1	1	57.820	1.000
mádeniyattqa qanday	1052	1	1	57.820	1.000
mádeniyattıń dástúri	1052	1	1	57.820	1.000
mádeniyatı gúlleniwine	1052	1	1	57.820	1.000
mádeniyatı ideyalarına	1052	1	1	57.820	1.000
mádeniyatı menen	1052	1	1	57.820	1.000
mádeniyatı xalıq	1052	1	1	57.820	1.000
mádeniyatı ǵáziynesine	1052	1	1	57.820	1.000
mádeniyatın jaqınnan	1052	1	1	57.820	1.000
mádeniyatına sonday	1052	1	1	57.820	1.000
mádeniyatına tiyisli	1052	1	1	57.820	1.000
mádeniyatında rawajlanıw	1052	1	1	57.820	1.000
májgún dep	1052	1	1	57.820	1.000
májnun operasın	1052	1	1	57.820	1.000
májnúń farhad	1052	1	1	57.820	1.000
májnúń farxad	1052	1	1	57.820	1.000
májnúń ádewir	1052	1	1	57.820	1.000
mákan etken	1052	1	1	57.820	1.000
mákemeleri házirgi	1052	1	1	57.820	1.000
mákemesi ámelge	1052	1	1	57.820	1.000
mákke arpa	1052	1	1	57.820	1.000
málim a	1052	1	1	57.820	1.000
málim alisher	1052	1	1	57.820	1.000
málim boldı	1052	1	1	57.820	1.000
málim bolmaǵan	1052	1	1	57.820	1.000
málim bolıp	1052	1	1	57.820	1.000
málim emes	1052	1	1	57.820	1.000
málim qayda	1052	1	1	57.820	1.000
málim solay	1052	1	1	57.820	1.000
mámbetov bılay	1052	1	1	57.820	1.000
mámilege keledi	1052	1	1	57.820	1.000
mámleket baslıǵı	1052	1	1	57.820	1.000
mámleket basshıları	1052	1	1	57.820	1.000
mámleket birlesken	1052	1	1	57.820	1.000
mámleket joqarı	1052	1	1	57.820	1.000
mámleket maydanı	1052	1	1	57.820	1.000
mámleket neft	1052	1	1	57.820	1.000
mámleket qáwipsizligine	1052	1	1	57.820	1.000
mámleket strukturalarına	1052	1	1	57.820	1.000
mámleket yamasa	1052	1	1	57.820	1.000
mámleket yurisdiktsiyası	1052	1	1	57.820	1.000
mámleket ǵárezsizligi	1052	1	1	57.820	1.000
mámleketi dúzildi	1052	1	1	57.820	1.000
